id,start_time,origin,destination,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y
199,351,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
200,351,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
203,355,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
215,378,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
216,379,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92
217,380,11,40,Human,128361109#1,-22724699#1,211442.47,452097.55,212624.945,452617.335
219,382,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
225,387,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
226,389,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
230,398,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175
234,402,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
236,411,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
237,412,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51
239,413,40,20,Human,-24634510#5,272042145,212430.715,452101.96,213478.39,452442.76
241,414,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92
242,418,42,20,Human,24634513#0,272042145,212250.8,452064.83,213478.39,452442.76
247,427,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
251,435,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
255,450,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
257,450,1,42,Human,10425609#0,-218647954,213091.635,451303.575,212214.255,451816.61
261,453,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92
263,456,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
264,458,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
267,462,21,4,Human,24599188#0.94,399835085#1,213342.76,451641.085,212001.44,453157.175
268,464,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
270,468,43,2,Human,40888360#0,32978638#0,212744.5,452410.79,213633.66,451984.92
276,483,16,44,Human,-32978638#0,26677214#3,213640.75,451987.935,212821.455,452899.6
277,484,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83
279,491,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
280,495,47,20,Human,315392062#0,272042145,213156.245,451990.345,213478.39,452442.76
282,500,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
286,508,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
290,516,16,45,Human,-32978638#0,24634414#2,213640.75,451987.935,213241.83,452166.63
294,522,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175
297,525,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
307,547,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
309,549,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51
314,563,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
316,565,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
319,578,8,48,Human,266565295#5,28111977#9,213807.23,452252.93,212473.195,451372.475
325,600,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
326,603,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83
329,610,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
335,616,53,52,Human,176550249#1,4942376,212068.5,452219.52,213618.63,452666.15
337,622,54,1,Human,28111977#8,-128361102#1,212286.395,451412.07,211388.46,451952.25
338,634,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
342,652,56,10,Human,-24634413#0,306240162#0,213125.165,452252.9250000001,211642.94,452890.83
343,653,57,15,Human,176550249#0,-24634506#2,211922.89,452213.87,212923.875,452069.915
345,667,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
346,670,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
347,673,24,54,Human,-160314345#5,31860333#1,213480.015,452304.825,211840.025,451531.305
351,676,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83
357,680,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
360,682,1,57,Human,10425609#0,26642363,213091.635,451303.575,212094.025,451366.13
365,688,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175
371,695,22,9,Human,176550249#3,201238729#3,212398.57,452249.84,211438.31,452110.43
372,696,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
373,697,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
376,707,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
377,710,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
384,729,64,1,Human,-136728347#4,-128361102#1,212422.34,451683.04,211388.46,451952.25
387,733,65,2,Human,315358242#1,32978638#0,213322.54,452739.58,213633.66,451984.92
390,741,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51
394,752,70,3,Human,-22724699#11,386687235,212272.6,452431.9,213478.36,452435.42
396,761,32,5,Human,-24634509#7,-266565295#5,212847.145,452042.39,213811.85,452244.51
397,767,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
401,774,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
404,775,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175
406,777,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
408,779,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
410,780,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51
412,780,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
413,782,1,4,Human,10425609#0,399835085#1,213091.635,451303.575,212001.44,453157.175
416,784,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
421,794,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
423,794,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
424,796,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51
426,798,8,16,Human,266565295#5,30482615#1,213807.23,452252.93,212028.14,450765.2
432,805,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
433,807,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51
437,815,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
438,816,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
440,817,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
441,818,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
445,822,0,61,Human,315358244,-26677416#1,212975.4675,453432.9725,212897.9,453206.545
450,851,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
451,851,64,64,Human,-136728347#4,201238726#0,212422.34,451683.04,211894.69,452184.14
453,853,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175
454,856,8,65,Human,266565295#5,24634411,213807.23,452252.93,212936.765,452442.57
456,860,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
458,861,13,39,Human,-447569998#1,-201238718#0,213434.54,453008.69,212979.68,452196.755
460,862,74,10,Human,315358242#3,306240162#0,213356.08,452597.9,211642.94,452890.83
461,862,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
466,870,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
467,873,7,66,Human,272042143,-32395361#1,213484.675,452457.545,211670.04,451399.06
470,876,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
471,877,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175
472,878,4,12,Human,-306240162#1,447569997#1,211638.505,452888.985,213435.6,452999.15
474,887,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
475,887,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
476,889,8,68,Human,266565295#5,-25145012#3,213807.23,452252.93,212552.91,451517.94
477,890,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
480,894,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
481,895,0,4,Human,315358244,399835085#1,212975.4675,453432.9725,212001.44,453157.175
485,897,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51
486,898,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51
487,898,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51
488,899,76,20,Human,26676668,272042145,212584.63,452735.295,213478.39,452442.76
492,901,0,52,Human,315358244,4942376,212975.4675,453432.9725,213618.63,452666.15
493,902,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15
494,903,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51
497,905,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51
498,907,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51
504,913,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51
506,920,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51
510,923,0,72,Human,315358244,-24634413#2,212975.4675,453432.9725,213144.44,452196.78
512,930,0,5,Human,315358244,-266565295#5,212975.4675,453432.9725,213811.85,452244.51
513,931,78,5,Human,-201238718#1,-266565295#5,212852.67,452408.09,213811.85,452244.51
516,938,1,73,Human,10425609#0,-393420106#1,213091.635,451303.575,211142.79,451679.84
518,942,80,3,Human,-24634506#0,386687235,212954.28,452081.205,213478.36,452435.42
521,953,1,74,Human,10425609#0,-24634521#1,213091.635,451303.575,212210.35,451806.3000000001
522,955,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
524,957,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51
525,959,1,75,Human,10425609#0,-201963533#1.145,213091.635,451303.575,211777.3825,451794.985
529,969,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51
533,974,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
538,984,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92
539,989,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
542,999,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175
544,1000,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51
546,1002,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51
548,1003,83,1,Human,-22690206#1,-128361102#1,212814.505,451804.855,211388.46,451952.25
549,1004,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
551,1005,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51
552,1007,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51
553,1007,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
554,1009,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
556,1011,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
564,1039,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
567,1046,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
569,1048,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
570,1050,8,78,Human,266565295#5,-24693977#1,213807.23,452252.93,213198.2925,451894.01
571,1052,4,5,Human,-306240162#1,-266565295#5,211638.505,452888.985,213811.85,452244.51
572,1054,85,2,Human,-24634510#6,32978638#0,212344.635,452078.985,213633.66,451984.92
573,1055,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
574,1055,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51
578,1061,86,3,Human,286646456#0,386687235,211932.815,452760.645,213478.36,452435.42
579,1062,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
581,1064,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25
586,1070,7,1,Human,272042143,-128361102#1,213484.675,452457.545,211388.46,451952.25
587,1071,51,3,Human,176550249#4,386687235,212591.23,452310.34,213478.36,452435.42
594,1084,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92
595,1085,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
598,1091,88,5,Human,-25187895#0,-266565295#5,212489.47,451424.665,213811.85,452244.51
600,1092,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
604,1105,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83
607,1109,90,9,Human,201950247#7,201238729#3,213181.785,452601.375,211438.31,452110.43
608,1110,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
610,1117,91,1,Human,-24634517#16,-128361102#1,212403.545,451894.955,211388.46,451952.25
617,1126,4,85,Human,-306240162#1,176550249#3,211638.505,452888.985,212590.95,452310.22
622,1139,93,2,Human,201201950#3,32978638#0,213058.9,452457.17,213633.66,451984.92
624,1140,27,2,Human,28319300#3,32978638#0,212238.04,452544.145,213633.66,451984.92
625,1140,16,87,Human,-32978638#0,24634413#1,213640.75,451987.935,213138.58,452196.55
631,1158,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15
633,1158,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43
634,1158,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
636,1164,4,88,Human,-306240162#1,28111977#0,211638.505,452888.985,211770.735,451534.43
640,1173,97,3,Human,-24634417,386687235,213300.02,452296.75,213478.36,452435.42
641,1173,53,9,Human,176550249#1,201238729#3,212068.5,452219.52,211438.31,452110.43
644,1175,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92
649,1192,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
650,1194,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
651,1197,17,3,Human,-18809673#6,386687235,211318.32,451074.855,213478.36,452435.42
653,1202,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92
654,1207,98,9,Human,201201945#3,201238729#3,212623.01,452632.065,211438.31,452110.43
659,1214,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
664,1220,4,12,Human,-306240162#1,447569997#1,211638.505,452888.985,213435.6,452999.15
665,1221,6,5,Human,201201953#4,-266565295#5,212565.76,452330.09,213811.85,452244.51
666,1223,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
667,1225,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
669,1226,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
671,1230,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
673,1232,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
675,1235,7,91,Human,272042143,170018165#2,213484.675,452457.545,211783.77,452556.24
676,1236,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
678,1239,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
679,1241,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15
680,1243,99,10,Human,-22716073,306240162#0,212132.355,451619.995,211642.94,452890.83
681,1243,100,10,Human,25145014#0,306240162#0,212665.71,451616.355,211642.94,452890.83
683,1244,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
684,1244,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
687,1245,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
690,1250,0,92,Human,315358244,51857516#1,212975.4675,453432.9725,213659.92,452143.84
692,1258,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
694,1259,0,93,Human,315358244,32999110#0,212975.4675,453432.9725,213396.5,452050.2025
698,1273,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42
702,1285,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
706,1291,16,94,Human,-32978638#0,201201953#12,213640.75,451987.935,211921.37,452227.84
707,1294,16,3,Human,-32978638#0,386687235,213640.75,451987.935,213478.36,452435.42
708,1298,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
713,1304,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
715,1307,16,18,Human,-32978638#0,24634510#6,213640.75,451987.935,212342.785,452084.485
716,1307,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
718,1309,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175
719,1310,4,89,Human,-306240162#1,24634511,211638.505,452888.985,212635.315,452274.335
720,1311,64,10,Human,-136728347#4,306240162#0,212422.34,451683.04,211642.94,452890.83
722,1314,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92
724,1316,8,2,Human,266565295#5,32978638#0,213807.23,452252.93,213633.66,451984.92
726,1317,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92
730,1320,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
731,1323,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42
734,1326,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
740,1336,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83
743,1338,102,3,Human,26677542#1,386687235,212869.205,453055.665,213478.36,452435.42
744,1338,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
747,1341,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
749,1348,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76
751,1349,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51
752,1354,103,9,Human,-24634510#15,201238729#3,211980.63,452074.88,211438.31,452110.43
755,1361,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42
758,1375,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83
760,1376,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43
762,1378,8,2,Human,266565295#5,32978638#0,213807.23,452252.93,213633.66,451984.92
764,1380,8,97,Human,266565295#5,-170018165#3,213807.23,452252.93,211801.515,452498.72
768,1381,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
774,1386,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
775,1388,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76
778,1389,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175
780,1391,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
781,1393,4,55,Human,-306240162#1,176550249#4,211638.505,452888.985,212840.87,452415.74
782,1397,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
783,1397,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43
784,1398,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
785,1401,17,3,Human,-18809673#6,386687235,211318.32,451074.855,213478.36,452435.42
789,1404,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92
791,1408,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43
792,1409,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
795,1412,106,5,Human,-32124743,-266565295#5,213137.68,451705.44,213811.85,452244.51
800,1415,50,9,Human,-24634411,201238729#3,212931.69,452439.76,211438.31,452110.43
802,1416,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43
804,1417,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83
805,1419,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
808,1421,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43
